"","Locality","Townland","Town"
"811316",NA,"BOVALLY","LIMAVADY"
"811319",NA,"BALLYLEAGRY","LIMAVADY"
"811327",NA,"TERRYDREMONT NORTH","LIMAVADY"
"811334",NA,"ENAGH","LIMAVADY"
"811524",NA,"LARGY","LIMAVADY"
"811539",NA,"BALLYQUIN","LIMAVADY"
"811542",NA,"DRUMGAVENNY UPPER","LIMAVADY"
"811560",NA,"MOYS","LIMAVADY"
"812055",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"817468",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"817500",NA,"BOVALLY","LIMAVADY"
"817501","FRUITHILL","FRUITHILL","LIMAVADY"
"817503",NA,"DRUMBALLYDONAGHY","LIMAVADY"
"817504",NA,"CORNDALE UPPER","LIMAVADY"
"817532",NA,"GLACK","LIMAVADY"
"817533",NA,"BALLYDARROG","LIMAVADY"
"817543",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"817544",NA,"BALLYMULLY","LIMAVADY"
"817799",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"817900",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"818053",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"818288",NA,"BOVALLY","LIMAVADY"
"818571",NA,"BOVALLY","LIMAVADY"
"818623",NA,"WALWORTH","LIMAVADY"
"818669",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"818764",NA,"RATHBRADY MORE","LIMAVADY"
"818999",NA,"BOVALLY","LIMAVADY"
"819028",NA,"DEER PARK","LIMAVADY"
"819029",NA,"ENAGH","LIMAVADY"
"819036",NA,"BOVALLY","LIMAVADY"
"819050",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"819058",NA,"DRUMAVALLY","LIMAVADY"
"819090",NA,"ENAGH","LIMAVADY"
"819191",NA,"BELLARENA","LIMAVADY"
"819454",NA,"CARRAN","LIMAVADY"
"819482",NA,"BOVALLY","LIMAVADY"
"819488",NA,"BOVALLY","LIMAVADY"
"819588",NA,"RATHBRADY MORE","LIMAVADY"
"819590",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"819606",NA,"RATHBRADY MORE","LIMAVADY"
"819641",NA,"LENAMORE","LIMAVADY"
"819688",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"819708",NA,"DROMORE","LIMAVADY"
"819714",NA,"COOLESSAN","LIMAVADY"
"819771",NA,"DRUMAVALLY","LIMAVADY"
"820703","WHITE HILL BUSINESS PARK","CARRAN","LIMAVADY"
"820707","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"820739",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"820755",NA,"BALLYMAGOLAND","LIMAVADY"
"820846",NA,"DRUMAVALLY","LIMAVADY"
"820847",NA,"ENAGH","LIMAVADY"
"820848",NA,"ARDGARVAN","LIMAVADY"
"820954",NA,"DRUMSURN UPPER","LIMAVADY"
"821078",NA,"BENONE","LIMAVADY"
"821085",NA,"ENAGH","LIMAVADY"
"821122",NA,"ENAGH","LIMAVADY"
"821152",NA,"RATHBRADY MORE","LIMAVADY"
"821275",NA,"DRUMRAIGHLAND","LIMAVADY"
"821404",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"821551",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"822184",NA,"KILLANE","LIMAVADY"
"822515",NA,"BOVALLY","LIMAVADY"
"822858",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"822864",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"822867",NA,"BOVALLY","LIMAVADY"
"822868",NA,"BOVALLY","LIMAVADY"
"822875",NA,"BOVALLY","LIMAVADY"
"822890",NA,"ENAGH","LIMAVADY"
"822892",NA,"BROIGHTER","LIMAVADY"
"822935",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"822936",NA,"COOLESSAN","LIMAVADY"
"822937",NA,"RATHBRADY MORE","LIMAVADY"
"822963",NA,"BALLYSPALLAN","LIMAVADY"
"822964",NA,"TERRYDREMONT NORTH","LIMAVADY"
"823905",NA,"BOVALLY","LIMAVADY"
"823941",NA,"DRUMSURN LOWER","LIMAVADY"
"824018",NA,"COOLESSAN","LIMAVADY"
"824033",NA,"COOLESSAN","LIMAVADY"
"824042",NA,"BOVALLY","LIMAVADY"
"824119",NA,"LARGY","LIMAVADY"
"824596",NA,"CARRAN","LIMAVADY"
"824623",NA,"BOVALLY","LIMAVADY"
"824942",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825279",NA,"COOLESSAN","LIMAVADY"
"825325",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825365",NA,"BOVALLY","LIMAVADY"
"825406",NA,"CARROWCLARE","LIMAVADY"
"825407",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825571",NA,"DRUMAHORGAN","LIMAVADY"
"825593",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825711",NA,"GORTNAMONEY","LIMAVADY"
"825908",NA,"ENAGH","LIMAVADY"
"825909",NA,"DROMORE","LIMAVADY"
"825910",NA,"ENAGH","LIMAVADY"
"825911",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825914",NA,"RATHBRADY MORE","LIMAVADY"
"825915",NA,"COOLESSAN","LIMAVADY"
"825916",NA,"RATHBRADY MORE","LIMAVADY"
"825917",NA,"COOLESSAN","LIMAVADY"
"825918",NA,"RATHBRADY MORE","LIMAVADY"
"825923",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825924",NA,"RATHBRADY MORE","LIMAVADY"
"825926",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825927",NA,"COOLESSAN","LIMAVADY"
"825930",NA,"RATHBRADY MORE","LIMAVADY"
"825931",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825932",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825933",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825934",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825935",NA,"FARLOW","LIMAVADY"
"825936",NA,"DROMORE","LIMAVADY"
"825940",NA,"COOLESSAN","LIMAVADY"
"825941",NA,"KILLANE","LIMAVADY"
"825942",NA,"RATHBRADY MORE","LIMAVADY"
"825943",NA,"RATHBRADY MORE","LIMAVADY"
"825944",NA,"RATHBRADY MORE","LIMAVADY"
"825946",NA,"DEER PARK","LIMAVADY"
"825948",NA,"BOVALLY","LIMAVADY"
"825949",NA,"BOVALLY","LIMAVADY"
"825952",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825953",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825954",NA,"ARDGARVAN","LIMAVADY"
"825955",NA,"BOVALLY","LIMAVADY"
"825956",NA,"ENAGH","LIMAVADY"
"825960",NA,"COOLESSAN","LIMAVADY"
"825961",NA,"ENAGH","LIMAVADY"
"825962",NA,"ENAGH","LIMAVADY"
"825963",NA,"BOVALLY","LIMAVADY"
"825964",NA,"RATHBRADY MORE","LIMAVADY"
"825965",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"825967",NA,"ARDGARVAN","LIMAVADY"
"825968",NA,"DRUMRAMER","LIMAVADY"
"825973",NA,"ENAGH","LIMAVADY"
"825985",NA,"RATHBRADY MORE","LIMAVADY"
"825986",NA,"BOVALLY","LIMAVADY"
"825987",NA,"DRUMMOND","LIMAVADY"
"826029",NA,"ENAGH","LIMAVADY"
"826240",NA,"BALLYQUIN","LIMAVADY"
"826241",NA,"BALLYQUIN","LIMAVADY"
"826245",NA,"DRUMSURN UPPER","LIMAVADY"
"826260",NA,"DRUMSURN LOWER","LIMAVADY"
"826272",NA,"CLOGHAN","LIMAVADY"
"826789",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"830699",NA,"DRUMSURN LOWER","LIMAVADY"
"832259",NA,"COOLESSAN","LIMAVADY"
"832270","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"832283",NA,"GLACK","LIMAVADY"
"832344",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"832345",NA,"DRUMNAHAY","LIMAVADY"
"832676",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"832741",NA,"COOLESSAN","LIMAVADY"
"832742",NA,"BOVALLY","LIMAVADY"
"833055",NA,"CARROWCLARE","LIMAVADY"
"833338",NA,"TULLY","LIMAVADY"
"833376",NA,"BENONE","LIMAVADY"
"833461",NA,"RATHBRADY MORE","LIMAVADY"
"833660",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"833867",NA,"RATHBRADY MORE","LIMAVADY"
"833889",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"833894",NA,"GLACK","LIMAVADY"
"834015",NA,"LARGY","LIMAVADY"
"834246",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"834374",NA,"RATHBRADY MORE","LIMAVADY"
"834377",NA,"FREEHALL OR MONEYVENNON","LIMAVADY"
"834451",NA,"ENAGH","LIMAVADY"
"834480",NA,"BOVALLY","LIMAVADY"
"835313",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"835472",NA,"CARRAN","LIMAVADY"
"835505",NA,"CARRAN","LIMAVADY"
"835541",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"835593",NA,"OUGHTYMOYLE","LIMAVADY"
"835615",NA,"BOVALLY","LIMAVADY"
"835643",NA,"ENAGH","LIMAVADY"
"835872",NA,"MOYS","LIMAVADY"
"835937",NA,"ENAGH","LIMAVADY"
"836034",NA,"RATHBRADY MORE","LIMAVADY"
"836088",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"836141",NA,"ENAGH","LIMAVADY"
"836199",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"836234",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"836308",NA,"GORTNAMONEY","LIMAVADY"
"836717",NA,"BOVALLY","LIMAVADY"
"836891",NA,"BOVALLY","LIMAVADY"
"836920",NA,"BOVALLY","LIMAVADY"
"836932",NA,"KILLANE","LIMAVADY"
"837156",NA,"CARRAN","LIMAVADY"
"837629",NA,"ARDGARVAN","LIMAVADY"
"837633",NA,"RATHBRADY MORE","LIMAVADY"
"837634",NA,"ENAGH","LIMAVADY"
"837646",NA,"BOVALLY","LIMAVADY"
"837681",NA,"RATHBRADY MORE","LIMAVADY"
"837682",NA,"RATHBRADY MORE","LIMAVADY"
"837740",NA,"COOLESSAN","LIMAVADY"
"837770",NA,"RATHBRADY MORE","LIMAVADY"
"837874",NA,"LOMOND","LIMAVADY"
"837875",NA,"BELLARENA","LIMAVADY"
"837888",NA,"LARGY","LIMAVADY"
"838983",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"839086","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"839613",NA,"CARROWCLARE","LIMAVADY"
"839689",NA,"BALLYMULTIMBER","LIMAVADY"
"839819",NA,"MOYS","LIMAVADY"
"839863",NA,"BALLYHENRY WEST","LIMAVADY"
"840126",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840127",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840226",NA,"LENAMORE","LIMAVADY"
"840255",NA,"DRUMAGOSKER","LIMAVADY"
"840472",NA,"BALLYMACRAN","LIMAVADY"
"840515",NA,"BALLYHENRY EAST","LIMAVADY"
"840527",NA,"GORTNAMONEY","LIMAVADY"
"840558",NA,"CARROWMENAGH","LIMAVADY"
"840777",NA,"RATHBRADY MORE","LIMAVADY"
"840778",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840780",NA,"RATHBRADY MORE","LIMAVADY"
"840781",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840782",NA,"COOLESSAN","LIMAVADY"
"840783",NA,"CARRAN","LIMAVADY"
"840785",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840786",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840787",NA,"ENAGH","LIMAVADY"
"840788",NA,"TARTNAKILLY","LIMAVADY"
"840790",NA,"RATHBRADY MORE","LIMAVADY"
"840791",NA,"ENAGH","LIMAVADY"
"840794",NA,"COOLESSAN","LIMAVADY"
"840795",NA,"RATHBRADY MORE","LIMAVADY"
"840798",NA,"RATHBRADY MORE","LIMAVADY"
"840804",NA,"RATHBRADY MORE","LIMAVADY"
"840805",NA,"RATHBRADY MORE","LIMAVADY"
"840806",NA,"BOVALLY","LIMAVADY"
"840808",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840809",NA,"ENAGH","LIMAVADY"
"840811",NA,"RATHBRADY MORE","LIMAVADY"
"840812",NA,"RATHBRADY MORE","LIMAVADY"
"840813",NA,"COOLESSAN","LIMAVADY"
"840814",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840821","BOVALLY","BOVALLY","LIMAVADY"
"840822",NA,"ENAGH","LIMAVADY"
"840824",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840826",NA,"RATHBRADY MORE","LIMAVADY"
"840829",NA,"BALLYAVELIN NORTH","LIMAVADY"
"840830",NA,"BOVALLY","LIMAVADY"
"840831",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840832",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840833",NA,"BOVALLY","LIMAVADY"
"840835",NA,"BOVALLY","LIMAVADY"
"840837",NA,"CARRAN","LIMAVADY"
"840838",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"840839",NA,"RATHBRADY MORE","LIMAVADY"
"840841",NA,"BOVALLY","LIMAVADY"
"840846",NA,"RATHBRADY MORE","LIMAVADY"
"840849",NA,"SHANREAGH","LIMAVADY"
"840850",NA,"TAMLAGHT","LIMAVADY"
"840851",NA,"COOLESSAN","LIMAVADY"
"840855",NA,"BOVALLY","LIMAVADY"
"840856",NA,"BOVALLY","LIMAVADY"
"840857",NA,"RATHBRADY MORE","LIMAVADY"
"840858",NA,"EDENMORE","LIMAVADY"
"840864",NA,"BOVALLY","LIMAVADY"
"840865",NA,"RUSKEY","LIMAVADY"
"840877",NA,"ENAGH","LIMAVADY"
"841048",NA,"LARGY","LIMAVADY"
"841084",NA,"CARRICK","LIMAVADY"
"841628",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"845474",NA,"DRUMSURN LOWER","LIMAVADY"
"846813",NA,"RATHBRADY MORE","LIMAVADY"
"847042",NA,"SCOTCHTOWN","LIMAVADY"
"847045",NA,"CRESSY CRIB","LIMAVADY"
"847320","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"847395",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"847460",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"847913",NA,"BOVALLY","LIMAVADY"
"847943",NA,"BALLYSCULLION","LIMAVADY"
"848036",NA,"SHANVEY","LIMAVADY"
"848057","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"848059",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"848275",NA,"MULLAGH","LIMAVADY"
"848290",NA,"BOVALLY","LIMAVADY"
"848463",NA,"BALLYQUIN","LIMAVADY"
"848503",NA,"DRUMSURN LOWER","LIMAVADY"
"848505",NA,"ENAGH","LIMAVADY"
"848506",NA,"BOVALLY","LIMAVADY"
"848552",NA,"CRESSY CRIB","LIMAVADY"
"848666",NA,"BOVALLY","LIMAVADY"
"848692",NA,"ARDGARVAN","LIMAVADY"
"848931",NA,"DOWLAND","LIMAVADY"
"848956",NA,"BOVALLY","LIMAVADY"
"848965",NA,"SESNAGH","LIMAVADY"
"848966",NA,"COOLESSAN","LIMAVADY"
"848967",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"849045",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"849068",NA,"DIRTAGH","LIMAVADY"
"849069",NA,"KILLYBREADY","LIMAVADY"
"849100",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"849128",NA,"RATHBRADY MORE","LIMAVADY"
"849166",NA,"DRUMMOND","LIMAVADY"
"850248",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"850347",NA,"DUNCRUN","LIMAVADY"
"850348",NA,"BALLYMULLY","LIMAVADY"
"850368",NA,"KILHOYLE","LIMAVADY"
"850469",NA,"ENAGH","LIMAVADY"
"850521",NA,"BALLYSCULLION","LIMAVADY"
"850543",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"850608",NA,"LARGY","LIMAVADY"
"850619",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"850649",NA,"GORTNAMONEY","LIMAVADY"
"850739",NA,"DROMORE","LIMAVADY"
"850883",NA,"BOVALLY","LIMAVADY"
"850884",NA,"BOVALLY","LIMAVADY"
"851515",NA,"BOVALLY","LIMAVADY"
"851613",NA,"BOVALLY","LIMAVADY"
"851675",NA,"BOVALLY","LIMAVADY"
"851845",NA,"BOVALLY","LIMAVADY"
"852120",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"852337",NA,"GLEBE","LIMAVADY"
"852338",NA,"COOLESSAN","LIMAVADY"
"852343",NA,"BALLYMULTIMBER","LIMAVADY"
"852346",NA,"GORTGARN","LIMAVADY"
"852347",NA,"GLENKEEN","LIMAVADY"
"852348",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"852350",NA,"BOVALLY","LIMAVADY"
"852351",NA,"ENAGH","LIMAVADY"
"852377",NA,"DRUMAVALLY","LIMAVADY"
"852419",NA,"COOLESSAN","LIMAVADY"
"852427",NA,"RATHBRADY MORE","LIMAVADY"
"852429",NA,"BOVALLY","LIMAVADY"
"852444",NA,"CARRAN","LIMAVADY"
"852457",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"852459",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"852519",NA,"SCOTCHTOWN","LIMAVADY"
"852527","FRUITHILL","GRANNAGH","LIMAVADY"
"852528",NA,"GORTNAMONEY","LIMAVADY"
"852533",NA,"BOVALLY","LIMAVADY"
"852534",NA,"ENAGH","LIMAVADY"
"853425",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"853536",NA,"COOLESSAN","LIMAVADY"
"853537",NA,"COOLESSAN","LIMAVADY"
"853560",NA,"BOLEA","LIMAVADY"
"853671",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"854241",NA,"COOLESSAN","LIMAVADY"
"854253",NA,"CARRAN","LIMAVADY"
"854254",NA,"BOVALLY","LIMAVADY"
"854266",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"854408",NA,"CARROWCLARE","LIMAVADY"
"854791",NA,"COOLESSAN","LIMAVADY"
"854873",NA,"BOVALLY","LIMAVADY"
"854877",NA,"LARGY","LIMAVADY"
"855039",NA,"DRUMAVALLY","LIMAVADY"
"855042",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"855202",NA,"GORTNAMONEY","LIMAVADY"
"855228","FRUITHILL","ARTIKELLY","LIMAVADY"
"855430",NA,"DROMORE","LIMAVADY"
"855431",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855432",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855435",NA,"ENAGH","LIMAVADY"
"855436",NA,"ENAGH","LIMAVADY"
"855437",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855438",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855439",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855441",NA,"ENAGH","LIMAVADY"
"855444",NA,"ENAGH","LIMAVADY"
"855445",NA,"RATHBRADY MORE","LIMAVADY"
"855446",NA,"COOLESSAN","LIMAVADY"
"855449",NA,"CARRAN","LIMAVADY"
"855450",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855451",NA,"RATHBRADY MORE","LIMAVADY"
"855453",NA,"COOLESSAN","LIMAVADY"
"855456",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855457",NA,"COOLESSAN","LIMAVADY"
"855458",NA,"RATHBRADY MORE","LIMAVADY"
"855462",NA,"LARGY","LIMAVADY"
"855466",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855467",NA,"TERRYDREMONT NORTH","LIMAVADY"
"855468",NA,"BOVALLY","LIMAVADY"
"855469",NA,"BOVALLY","LIMAVADY"
"855471",NA,"BOVALLY","LIMAVADY"
"855472",NA,"KILLANE","LIMAVADY"
"855475",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855476",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855477",NA,"BOVALLY","LIMAVADY"
"855479",NA,"ENAGH","LIMAVADY"
"855480",NA,"ENAGH","LIMAVADY"
"855481",NA,"COOLESSAN","LIMAVADY"
"855482",NA,"RATHBRADY MORE","LIMAVADY"
"855483",NA,"ARDGARVAN","LIMAVADY"
"855484",NA,"CARRAN","LIMAVADY"
"855488",NA,"BOVALLY","LIMAVADY"
"855490",NA,"BOVALLY","LIMAVADY"
"855492",NA,"ENAGH","LIMAVADY"
"855493",NA,"ENAGH","LIMAVADY"
"855494",NA,"RATHBRADY MORE","LIMAVADY"
"855499",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"855500",NA,"RATHBRADY MORE","LIMAVADY"
"855501",NA,"ENAGH","LIMAVADY"
"855506",NA,"CARRAN","LIMAVADY"
"855510",NA,"BOVALLY","LIMAVADY"
"855517",NA,"BOVALLY","LIMAVADY"
"855521",NA,"GLEBE","LIMAVADY"
"855526",NA,"BOVALLY","LIMAVADY"
"855527",NA,"BOVALLY","LIMAVADY"
"855765",NA,"DRUMSURN UPPER","LIMAVADY"
"855767",NA,"DRUMSURN LOWER","LIMAVADY"
"855768",NA,"DRUMSURN LOWER","LIMAVADY"
"855777",NA,"LEEKE","LIMAVADY"
"856217",NA,"CARRAN","LIMAVADY"
"856305",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"856306",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"857703",NA,"DROMORE","LIMAVADY"
"861677",NA,"BOVALLY","LIMAVADY"
"861689",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"861690",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"861794",NA,"BALLYSCULLION","LIMAVADY"
"861795",NA,"COOLESSAN","LIMAVADY"
"862081",NA,"MARGYMONAGHAN","LIMAVADY"
"862126",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"862183",NA,"BALLYRISK BEG","LIMAVADY"
"862296",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"862333",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"862334",NA,"RATHBRADY MORE","LIMAVADY"
"862771",NA,"BOVALLY","LIMAVADY"
"863150",NA,"CARROWMENAGH","LIMAVADY"
"863234",NA,"ENAGH","LIMAVADY"
"863265",NA,"RATHBRADY MORE","LIMAVADY"
"863720",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"863735",NA,"CARRAN","LIMAVADY"
"863739",NA,"RATHBRADY MORE","LIMAVADY"
"863740",NA,"RATHBRADY MORE","LIMAVADY"
"863744",NA,"BOVALLY","LIMAVADY"
"863751",NA,"ENAGH","LIMAVADY"
"863874",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"863918",NA,"CRINDLE","LIMAVADY"
"863925",NA,"RATHBRADY MORE","LIMAVADY"
"863949",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"863950",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"863952",NA,"ENAGH","LIMAVADY"
"863989",NA,"MULLAGH","LIMAVADY"
"864825",NA,"KILLANE","LIMAVADY"
"865014",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"865052",NA,"BOVALLY","LIMAVADY"
"865068",NA,"ENAGH","LIMAVADY"
"865074",NA,"ENAGH","LIMAVADY"
"865108",NA,"BOVALLY","LIMAVADY"
"865191",NA,"BOVALLY","LIMAVADY"
"865251",NA,"RATHBRADY MORE","LIMAVADY"
"865318",NA,"KILLANE","LIMAVADY"
"865346",NA,"DRUMSURN LOWER","LIMAVADY"
"865465",NA,"CLAGAN","LIMAVADY"
"865533",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"865561",NA,"MOYS","LIMAVADY"
"865611",NA,"ENAGH","LIMAVADY"
"865691",NA,"ENAGH","LIMAVADY"
"865693",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"866289",NA,"BOVALLY","LIMAVADY"
"866341",NA,"BOVALLY","LIMAVADY"
"866440",NA,"BOVALLY","LIMAVADY"
"866471",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"866845",NA,"BOVALLY","LIMAVADY"
"867134",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"867135",NA,"CARRAN","LIMAVADY"
"867137",NA,"ENAGH","LIMAVADY"
"867147",NA,"COOLESSAN","LIMAVADY"
"867148",NA,"BOVALLY","LIMAVADY"
"867149",NA,"BOVALLY","LIMAVADY"
"867220",NA,"DRUMALIEF","LIMAVADY"
"867234",NA,"CARRAN","LIMAVADY"
"867261",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
