"","Locality","Townland","Town"
"763771",NA,"BALLYMULLY","LIMAVADY"
"763773",NA,"DROMORE","LIMAVADY"
"763775",NA,"RATHBRADY MORE","LIMAVADY"
"763782",NA,"BALLYMULLY","LIMAVADY"
"763783",NA,"RATHBRADY MORE","LIMAVADY"
"763869",NA,"BOVALLY","LIMAVADY"
"763897",NA,"COOLESSAN","LIMAVADY"
"763898",NA,"COOLESSAN","LIMAVADY"
"763899",NA,"ENAGH","LIMAVADY"
"763901",NA,"BOVALLY","LIMAVADY"
"763907","BOVALLY","BOVALLY","LIMAVADY"
"764006",NA,"ENAGH","LIMAVADY"
"764020",NA,"ENAGH","LIMAVADY"
"765055",NA,"ENAGH","LIMAVADY"
"765609",NA,"RATHBRADY MORE","LIMAVADY"
"765620",NA,"CARRAN","LIMAVADY"
"766029",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766201",NA,"FREEHALL OR MONEYVENNON","LIMAVADY"
"766228",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766269",NA,"BENONE","LIMAVADY"
"766369",NA,"UMBRA","LIMAVADY"
"766386",NA,"CLOONEY","LIMAVADY"
"766391",NA,"DRUMAVALLY","LIMAVADY"
"766394",NA,"AUGHIL","LIMAVADY"
"766479",NA,"MYROE LEVEL (INTAKE)","LIMAVADY"
"766512",NA,"BURNALLY","LIMAVADY"
"766519",NA,"MILL TOWN","LIMAVADY"
"766530",NA,"GORTNAMONEY","LIMAVADY"
"766531",NA,"GORTNAMONEY","LIMAVADY"
"766534",NA,"DIRTAGH","LIMAVADY"
"766537",NA,"KILLYBREADY","LIMAVADY"
"766542",NA,"GORTNAMONEY","LIMAVADY"
"766756",NA,"RATHBRADY MORE","LIMAVADY"
"766757",NA,"BOVALLY","LIMAVADY"
"766758",NA,"BOVALLY","LIMAVADY"
"766759",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766760",NA,"KILLANE","LIMAVADY"
"766761",NA,"COOLESSAN","LIMAVADY"
"766762",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766763",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766764",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766765",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766766",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766767",NA,"RATHBRADY MORE","LIMAVADY"
"766768",NA,"ENAGH","LIMAVADY"
"766769",NA,"RATHBRADY MORE","LIMAVADY"
"766770",NA,"RATHBRADY MORE","LIMAVADY"
"766771",NA,"RATHBRADY MORE","LIMAVADY"
"766772",NA,"RATHBRADY MORE","LIMAVADY"
"766776",NA,"ENAGH","LIMAVADY"
"766777",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766780",NA,"CARRAN","LIMAVADY"
"766781",NA,"RATHBRADY MORE","LIMAVADY"
"766782",NA,"COOLESSAN","LIMAVADY"
"766783",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766784",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766791",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766792",NA,"COOLESSAN","LIMAVADY"
"766793",NA,"ENAGH","LIMAVADY"
"766794",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766795",NA,"ENAGH","LIMAVADY"
"766796",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766799",NA,"TAMLAGHT","LIMAVADY"
"766800",NA,"TAMLAGHT","LIMAVADY"
"766802",NA,"RATHBRADY MORE","LIMAVADY"
"766804",NA,"ENAGH","LIMAVADY"
"766805",NA,"ENAGH","LIMAVADY"
"766806",NA,"DRUMMOND","LIMAVADY"
"766807",NA,"DERRY MORE","LIMAVADY"
"766810",NA,"CARRAN","LIMAVADY"
"766812",NA,"BOVALLY","LIMAVADY"
"766815",NA,"BOVALLY","LIMAVADY"
"766816",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766818",NA,"RATHBRADY MORE","LIMAVADY"
"766819",NA,"ENAGH","LIMAVADY"
"766820",NA,"ENAGH","LIMAVADY"
"766821",NA,"COOLESSAN","LIMAVADY"
"766822",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766827",NA,"RATHBRADY MORE","LIMAVADY"
"766830",NA,"BOVALLY","LIMAVADY"
"766833",NA,"ENAGH","LIMAVADY"
"766834",NA,"ENAGH","LIMAVADY"
"766835",NA,"TERRYDRUM","LIMAVADY"
"766836",NA,"ENAGH","LIMAVADY"
"766844",NA,"BOVALLY","LIMAVADY"
"766869",NA,"BOVALLY","LIMAVADY"
"766870",NA,"BOVALLY","LIMAVADY"
"767012",NA,"LARGY","LIMAVADY"
"767026",NA,"DRUMSURN LOWER","LIMAVADY"
"767033",NA,"LARGY","LIMAVADY"
"767046",NA,"DRUMSURN LOWER","LIMAVADY"
"767064",NA,"BALLYQUIN","LIMAVADY"
"767067",NA,"DRUMGAVENNY UPPER","LIMAVADY"
"767070",NA,"GLACK","LIMAVADY"
"767220",NA,"UMBRA","LIMAVADY"
"769165",NA,"DROMORE","LIMAVADY"
"771189",NA,"DRUMSURN LOWER","LIMAVADY"
"771194",NA,"DRUMSURN LOWER","LIMAVADY"
"772751",NA,"RATHBRADY MORE","LIMAVADY"
"772992",NA,"CRINDLE","LIMAVADY"
"773071",NA,"BOLEA","LIMAVADY"
"773260",NA,"GLENKEEN","LIMAVADY"
"773312",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"773322",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"773852",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"773911",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"774082",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"774266",NA,"ENAGH","LIMAVADY"
"774414",NA,"ENAGH","LIMAVADY"
"774415",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"774417",NA,"DRUMSURN UPPER","LIMAVADY"
"774545",NA,"DRUMADUFF","LIMAVADY"
"774554",NA,"BENONE","LIMAVADY"
"774707",NA,"ARDGARVAN","LIMAVADY"
"774718",NA,"CARRICK","LIMAVADY"
"774927",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"774929",NA,"CARRAN","LIMAVADY"
"774937",NA,"CARRAN","LIMAVADY"
"774946",NA,"MIDDLE DOAGHS UPPER","LIMAVADY"
"774956",NA,"RATHBRADY MORE","LIMAVADY"
"774958",NA,"ENAGH","LIMAVADY"
"775068",NA,"RATHBRADY MORE","LIMAVADY"
"775145",NA,"RATHBRADY MORE","LIMAVADY"
"775147",NA,"ENAGH","LIMAVADY"
"775148",NA,"DEER PARK","LIMAVADY"
"775171",NA,"CARRAN","LIMAVADY"
"775172",NA,"CARRAN","LIMAVADY"
"775178",NA,"CARRAN","LIMAVADY"
"775184",NA,"BENONE","LIMAVADY"
"775192",NA,"ENAGH","LIMAVADY"
"776010",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"776079",NA,"DRUMSURN LOWER","LIMAVADY"
"776198",NA,"BOVALLY","LIMAVADY"
"776322",NA,"CRESSY CRIB","LIMAVADY"
"776324",NA,"AUGHIL","LIMAVADY"
"776689",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"776732",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"776747",NA,"TERRYDREMONT NORTH","LIMAVADY"
"776758",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"776768",NA,"ENAGH","LIMAVADY"
"776826",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"776844",NA,"ENAGH","LIMAVADY"
"777497",NA,"BOVALLY","LIMAVADY"
"777510",NA,"BOVALLY","LIMAVADY"
"777638",NA,"BOVALLY","LIMAVADY"
"777897",NA,"BOVALLY","LIMAVADY"
"778356",NA,"DRUMAVALLY","LIMAVADY"
"778383",NA,"LOWER BALLYLEIGHERY","LIMAVADY"
"778387",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"778397",NA,"GLACK","LIMAVADY"
"778403",NA,"CARROWCLARE","LIMAVADY"
"778411",NA,"ENAGH","LIMAVADY"
"778441",NA,"BOVALLY","LIMAVADY"
"778451",NA,"BOVALLY","LIMAVADY"
"778461",NA,"ENAGH","LIMAVADY"
"778463",NA,"DEER PARK","LIMAVADY"
"778487",NA,"BOVALLY","LIMAVADY"
"778497",NA,"BOVALLY","LIMAVADY"
"778591",NA,"COOLESSAN","LIMAVADY"
"778596",NA,"SHANVEY","LIMAVADY"
"779636",NA,"COOLESSAN","LIMAVADY"
"779706",NA,"DRUMRAIGHLAND","LIMAVADY"
"780005",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"780315",NA,"COOLESSAN","LIMAVADY"
"780316",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"780513",NA,"BOVALLY","LIMAVADY"
"780538",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"780599",NA,"BALLYHENRY WEST","LIMAVADY"
"780602",NA,"BALLYRISK MORE","LIMAVADY"
"780735",NA,"BOVALLY","LIMAVADY"
"780750",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"780863",NA,"ENAGH","LIMAVADY"
"781078",NA,"DRUMAVALLY","LIMAVADY"
"781245",NA,"LOWER CORNDALE","LIMAVADY"
"781246",NA,"CLAGAN","LIMAVADY"
"781264",NA,"GORTNAMONEY","LIMAVADY"
"781266","FRUITHILL","CLOONEY","LIMAVADY"
"781268",NA,"GORTNAMONEY","LIMAVADY"
"781272",NA,"BALLYMAGLIN","LIMAVADY"
"781277",NA,"BROIGHTER","LIMAVADY"
"781501",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"781502",NA,"COOLESSAN","LIMAVADY"
"781503",NA,"RATHBRADY MORE","LIMAVADY"
"781504",NA,"DEER PARK","LIMAVADY"
"781506",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"781510",NA,"COOLESSAN","LIMAVADY"
"781511",NA,"RATHBRADY MORE","LIMAVADY"
"781512",NA,"RATHBRADY MORE","LIMAVADY"
"781513",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"781514",NA,"RATHBRADY MORE","LIMAVADY"
"781515",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"781517",NA,"RATHBRADY MORE","LIMAVADY"
"781518",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"781519",NA,"RATHBRADY MORE","LIMAVADY"
"781522",NA,"CARRAN","LIMAVADY"
"781523",NA,"COOLESSAN","LIMAVADY"
"781524",NA,"RATHBRADY MORE","LIMAVADY"
"781525",NA,"CARRAN","LIMAVADY"
"781527",NA,"CARRAN","LIMAVADY"
"781528",NA,"COOLESSAN","LIMAVADY"
"781530",NA,"RATHBRADY MORE","LIMAVADY"
"781532",NA,"DROMORE","LIMAVADY"
"781535",NA,"GLEBE","LIMAVADY"
"781536",NA,"RATHBRADY MORE","LIMAVADY"
"781538",NA,"ENAGH","LIMAVADY"
"781539",NA,"ENAGH","LIMAVADY"
"781540",NA,"RATHBRADY MORE","LIMAVADY"
"781541",NA,"ENAGH","LIMAVADY"
"781542",NA,"BOVALLY","LIMAVADY"
"781543",NA,"BOVALLY","LIMAVADY"
"781547",NA,"BOVALLY","LIMAVADY"
"781548",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"781549",NA,"COOLESSAN","LIMAVADY"
"781551",NA,"TERRYDOO CLYDE","LIMAVADY"
"781555",NA,"RATHBRADY MORE","LIMAVADY"
"781557",NA,"RATHBRADY MORE","LIMAVADY"
"781558",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"781559",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"781560",NA,"GLENKEEN","LIMAVADY"
"781562",NA,"LITTLE DERRY","LIMAVADY"
"781563",NA,"RATHBRADY MORE","LIMAVADY"
"781564",NA,"BOVALLY","LIMAVADY"
"781566",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"781594",NA,"ENAGH","LIMAVADY"
"781595","BOVALLY","BOVALLY","LIMAVADY"
"781596",NA,"BOVALLY","LIMAVADY"
"781597",NA,"BOVALLY","LIMAVADY"
"781602",NA,"CARRAN","LIMAVADY"
"781617",NA,"BOVALLY","LIMAVADY"
"781775",NA,"DRUMSURN LOWER","LIMAVADY"
"781795",NA,"BALLYLEAGRY","LIMAVADY"
"781796",NA,"BALLYDARROG","LIMAVADY"
"787309",NA,"BOVALLY","LIMAVADY"
"787475",NA,"RATHBRADY MORE","LIMAVADY"
"787754",NA,"CARROWMUDDLE","LIMAVADY"
"787797",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"787840",NA,"CAHERY","LIMAVADY"
"788311",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"788579",NA,"BOVALLY","LIMAVADY"
"788695",NA,"BOVALLY","LIMAVADY"
"788830",NA,"BOVALLY","LIMAVADY"
"788854",NA,"BOVALLY","LIMAVADY"
"788855",NA,"RATHBRADY MORE","LIMAVADY"
"788913",NA,"WALWORTH","LIMAVADY"
"788963",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"788983",NA,"BALLYSPALLAN","LIMAVADY"
"788996",NA,"CARROWREAGH","LIMAVADY"
"789235",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"789696",NA,"ENAGH","LIMAVADY"
"789703",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"789704",NA,"COOLESSAN","LIMAVADY"
"789711",NA,"CLOONEY","LIMAVADY"
"789726",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"789738",NA,"ARDMORE","LIMAVADY"
"789739",NA,"COOLESSAN","LIMAVADY"
"789924",NA,"BOVALLY","LIMAVADY"
"789927",NA,"CARRICK EAST","LIMAVADY"
"789937",NA,"TEMPLEMOYLE","LIMAVADY"
"789944",NA,"ENAGH","LIMAVADY"
"789958",NA,"BOVALLY","LIMAVADY"
"789974",NA,"DRUMRANE","LIMAVADY"
"789976",NA,"BOVALLY","LIMAVADY"
"789998",NA,"BOVALLY","LIMAVADY"
"790848",NA,"BALLYDARROG","LIMAVADY"
"790892",NA,"BOVALLY","LIMAVADY"
"790961",NA,"RATHBRADY MORE","LIMAVADY"
"791008",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"791103",NA,"DRUMSURN LOWER","LIMAVADY"
"791150",NA,"ENAGH","LIMAVADY"
"791375",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"791471",NA,"ENAGH","LIMAVADY"
"791581",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"791644",NA,"MAGHERAMORE","LIMAVADY"
"791691",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"792326",NA,"BOVALLY","LIMAVADY"
"792420",NA,"BOVALLY","LIMAVADY"
"792446",NA,"BOVALLY","LIMAVADY"
"792639",NA,"WALWORTH","LIMAVADY"
"793106",NA,"RATHBRADY MORE","LIMAVADY"
"793112",NA,"DERRY MORE","LIMAVADY"
"793113",NA,"DRUMRAMER","LIMAVADY"
"793211",NA,"RATHBRADY MORE","LIMAVADY"
"793212",NA,"ENAGH","LIMAVADY"
"793228",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"793230",NA,"RATHBRADY MORE","LIMAVADY"
"793247",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"793248",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"793250",NA,"ENAGH","LIMAVADY"
"793358",NA,"BOVALLY","LIMAVADY"
"793505",NA,"BOVALLY","LIMAVADY"
"794366",NA,"ARDINARIVE","LIMAVADY"
"794370",NA,"CARRAN","LIMAVADY"
"794381",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"794455",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"795053",NA,"ENAGH","LIMAVADY"
"795228",NA,"BOVALLY","LIMAVADY"
"795601",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"795602",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"795693",NA,"BROHARRIS","LIMAVADY"
"795833",NA,"AUGHIL","LIMAVADY"
"795975","FRUITHILL","GRANNAGH","LIMAVADY"
"795983",NA,"DRUMADERRY","LIMAVADY"
"796181",NA,"GLACK","LIMAVADY"
"796191",NA,"BOVALLY","LIMAVADY"
"796192",NA,"BOVALLY","LIMAVADY"
"796193",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"796194",NA,"COOLESSAN","LIMAVADY"
"796196",NA,"DROMORE","LIMAVADY"
"796200",NA,"BALLYMORE","LIMAVADY"
"796202",NA,"RATHBRADY MORE","LIMAVADY"
"796203",NA,"RATHBRADY MORE","LIMAVADY"
"796204",NA,"COOLESSAN","LIMAVADY"
"796205",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"796206",NA,"ENAGH","LIMAVADY"
"796207",NA,"ENAGH","LIMAVADY"
"796208",NA,"ENAGH","LIMAVADY"
"796210",NA,"COOLESSAN","LIMAVADY"
"796211",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"796212",NA,"RATHBRADY MORE","LIMAVADY"
"796213",NA,"RATHBRADY MORE","LIMAVADY"
"796214",NA,"RATHBRADY MORE","LIMAVADY"
"796216",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"796217",NA,"RATHBRADY MORE","LIMAVADY"
"796218",NA,"ENAGH","LIMAVADY"
"796222",NA,"COOLESSAN","LIMAVADY"
"796225",NA,"BOVALLY","LIMAVADY"
"796227",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"796230",NA,"RATHBRADY MORE","LIMAVADY"
"796231",NA,"RATHBRADY MORE","LIMAVADY"
"796237",NA,"RATHBRADY MORE","LIMAVADY"
"796238",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"796240",NA,"BALLYMULLY","LIMAVADY"
"796241",NA,"DRUMRAMER","LIMAVADY"
"796245",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"796246",NA,"COOLESSAN","LIMAVADY"
"796247",NA,"RATHBRADY MORE","LIMAVADY"
"796248",NA,"ENAGH","LIMAVADY"
"796249",NA,"ENAGH","LIMAVADY"
"796250",NA,"ENAGH","LIMAVADY"
"796251",NA,"ENAGH","LIMAVADY"
"796255",NA,"ENAGH","LIMAVADY"
"796256",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"796266",NA,"CARRAN","LIMAVADY"
"796269",NA,"ENAGH","LIMAVADY"
"796272",NA,"BOVALLY","LIMAVADY"
"796285",NA,"ARDGARVAN","LIMAVADY"
"796286",NA,"BOVALLY","LIMAVADY"
"796287",NA,"BOVALLY","LIMAVADY"
"796528",NA,"MOYS","LIMAVADY"
"796542",NA,"KILHOYLE","LIMAVADY"
"796551",NA,"CARRICK","LIMAVADY"
"796563",NA,"BALLYQUIN","LIMAVADY"
"796568",NA,"DRUMSURN LOWER","LIMAVADY"
"796913",NA,"MAGHERASKEAGH","LIMAVADY"
"801846",NA,"DRUMSURN LOWER","LIMAVADY"
"802663",NA,"BOVALLY","LIMAVADY"
"802667",NA,"LOMOND","LIMAVADY"
"803031",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"803045",NA,"MAINE SOUTH","LIMAVADY"
"803213",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"803497",NA,"BOVALLY","LIMAVADY"
"803509",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"803637",NA,"BOVALLY","LIMAVADY"
"803645",NA,"BOVALLY","LIMAVADY"
"803760",NA,"DRUMRAMER","LIMAVADY"
"803805",NA,"RATHBRADY MORE","LIMAVADY"
"803836",NA,"BOVALLY","LIMAVADY"
"803992",NA,"BALLYSCULLION","LIMAVADY"
"804048",NA,"BOVALLY","LIMAVADY"
"804194",NA,"ENAGH","LIMAVADY"
"804264",NA,"BOVALLY","LIMAVADY"
"804281",NA,"BOVALLY","LIMAVADY"
"804292",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"804721",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"804832",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"804904",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"804918",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"804927",NA,"ENAGH","LIMAVADY"
"804941",NA,"CARRAN","LIMAVADY"
"804972",NA,"RATHBRADY MORE","LIMAVADY"
"805841",NA,"BOVALLY","LIMAVADY"
"805863",NA,"BOVALLY","LIMAVADY"
"805954",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"805973",NA,"COOLESSAN","LIMAVADY"
"806019",NA,"BOVALLY","LIMAVADY"
"806020",NA,"BALLYQUIN","LIMAVADY"
"806073",NA,"ENAGH","LIMAVADY"
"806348",NA,"ENAGH","LIMAVADY"
"806377",NA,"KILLANE","LIMAVADY"
"806409",NA,"RATHBRADY MORE","LIMAVADY"
"806462",NA,"GORTNAMONEY","LIMAVADY"
"806474",NA,"ENAGH","LIMAVADY"
"806475",NA,"ENAGH","LIMAVADY"
"806487",NA,"RATHBRADY MORE","LIMAVADY"
"806532",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"806558",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"807159",NA,"RATHBRADY MORE","LIMAVADY"
"807277",NA,"BOVALLY","LIMAVADY"
"807278",NA,"BOVALLY","LIMAVADY"
"807279",NA,"BOVALLY","LIMAVADY"
"807337",NA,"BOVALLY","LIMAVADY"
"807396",NA,"BOVALLY","LIMAVADY"
"807688",NA,"BOVALLY","LIMAVADY"
"807850",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"808106",NA,"ENAGH","LIMAVADY"
"808107",NA,"RATHBRADY MORE","LIMAVADY"
"808112",NA,"DRUMAVALLY","LIMAVADY"
"808133",NA,"COOLESSAN","LIMAVADY"
"808134",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"808189","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"808208",NA,"BOVALLY","LIMAVADY"
"808242",NA,"RATHBRADY MORE","LIMAVADY"
"808254",NA,"LISNAKILLY","LIMAVADY"
"808316",NA,"GLACK","LIMAVADY"
"808341",NA,"BOVALLY","LIMAVADY"
"809506",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"809708",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"810052",NA,"RATHBRADY MORE","LIMAVADY"
"810068","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"810117",NA,"ENAGH","LIMAVADY"
"810649",NA,"CLOONEY","LIMAVADY"
"810950",NA,"CARROWCLARE","LIMAVADY"
"810960",NA,"LOMOND","LIMAVADY"
"810995",NA,"GORTNAMONEY","LIMAVADY"
"811005",NA,"CULMORE LOWER","LIMAVADY"
"811222",NA,"COOLESSAN","LIMAVADY"
"811223",NA,"RATHBRADY MORE","LIMAVADY"
"811226",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811227",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811228",NA,"COOLESSAN","LIMAVADY"
"811229",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811230",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811231",NA,"COOLESSAN","LIMAVADY"
"811232",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811235",NA,"ENAGH","LIMAVADY"
"811236",NA,"COOLESSAN","LIMAVADY"
"811237",NA,"ENAGH","LIMAVADY"
"811240",NA,"ENAGH","LIMAVADY"
"811241",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811242",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811243",NA,"ENAGH","LIMAVADY"
"811246",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811249",NA,"COOLESSAN","LIMAVADY"
"811250",NA,"COOLESSAN","LIMAVADY"
"811251",NA,"RATHBRADY MORE","LIMAVADY"
"811254",NA,"DRUMRAIGHLAND","LIMAVADY"
"811255",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811257",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811260",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811261",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811262",NA,"ENAGH","LIMAVADY"
"811263",NA,"BOVALLY","LIMAVADY"
"811264",NA,"BOVALLY","LIMAVADY"
"811265",NA,"RATHBRADY MORE","LIMAVADY"
"811267",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811268",NA,"ARDMORE","LIMAVADY"
"811271",NA,"DRUMMOND","LIMAVADY"
"811274",NA,"ENAGH","LIMAVADY"
"811277",NA,"CARRAN","LIMAVADY"
"811279",NA,"CARRAN","LIMAVADY"
"811280",NA,"BOVALLY","LIMAVADY"
"811283",NA,"CARRAN","LIMAVADY"
"811284",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811285",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811295",NA,"ENAGH","LIMAVADY"
"811296",NA,"CARRAN","LIMAVADY"
"811297",NA,"COOLESSAN","LIMAVADY"
"811298",NA,"COOLESSAN","LIMAVADY"
"811302",NA,"ENAGH","LIMAVADY"
